particle_positions_x particle_positions_y particle_positions_z detector_id counts
-0.00572165 0.000692712 0.0192167 0 2658.9
-6.39179e-05 0.0626832 0.0221173 0 2944.74
0.0180822 0.0218696 0.0193784 0 4067.73
0.0623298 0.064922 0.0181502 0 9854.58
0.0623873 -0.000641544 0.0205665 0 9348.53
0.0211507 -0.0215183 0.0184045 0 4284.02
0.0649438 -0.0650339 0.0202769 0 10508.9
-0.000142248 -0.0615796 0.0167004 0 2904.16
-0.0254115 -0.024969 0.0171212 0 1873.52
-0.0657108 -0.0611237 0.0213328 0 949.898
-0.0619886 -0.00484308 0.0207711 0 1027.25
-0.0169903 0.0223622 0.0182781 0 2170.84
-0.0615602 0.0642823 0.0184264 0 1010.56
0.00244407 0.0305636 0.04733 0 3226.56
-0.00407158 0.0938 0.0445433 0 2989.89
0.0412909 0.0410255 0.0433512 0 6584.97
0.0299041 -0.00317586 0.0436119 0 5389.54
0.0912912 -0.000649364 0.0477392 0 18077.4
0.0422074 -0.0419707 0.0425812 0 6697.6
-7.86836e-05 -0.0338694 0.0447587 0 3067.26
-0.00389054 -0.0882779 0.0458026 0 2939.02
-0.0412179 -0.0434463 0.0468754 0 1489.5
-0.0285567 -0.00194438 0.0447012 0 1881.9
-0.0912857 -0.000929977 0.0496363 0 667.223
-0.0428048 0.0418999 0.0471866 0 1453.97
-0.0008969 -0.00144282 0.066741 0 3131.88
-0.00166121 0.0610127 0.066795 0 3023.32
0.0241605 0.0193873 0.0699872 0 4959.84
0.0633586 0.065353 0.0648628 0 10964.8
0.0616921 -0.00161039 0.0660096 0 10332
0.0234575 -0.0256031 0.0661886 0 4875.35
0.0649713 -0.0653859 0.0670961 0 11340.6
0.001992 -0.0574617 0.066192 0 3232.52
-0.0236099 -0.0175687 0.0673949 0 2090.76
-0.0652365 -0.0625332 0.0644773 0 1000.96
-0.0620491 -0.000544297 0.0709793 0 1086.66
-0.0216013 0.0185899 0.0675146 0 2159.99
-0.0633769 0.0628495 0.0713358 0 1032.73
-0.000882152 0.0291042 0.0897535 0 3093.72
0.0017046 0.0908548 0.0886783 0 3342.15
0.0422394 0.0431165 0.091606 0 6842.96
0.0292823 -0.00494709 0.0871409 0 5498.32
0.088313 0.00157726 0.0951682 0 17318.6
0.0435414 -0.0429204 0.0931494 0 7015.64
-0.000794001 -0.0303587 0.0932469 0 3082.52
-0.0020675 -0.090681 0.0885826 0 3113.29
-0.043748 -0.0441519 0.0889089 0 1443.37
-0.0316241 -0.00169627 0.0895567 0 1814.05
-0.0938816 0.00178271 0.0901852 0 640.72
-0.0410745 0.0415813 0.0929863 0 1510.19
0.00274152 -0.000197874 0.116775 0 3182.18
-0.000359987 0.0582439 0.114655 0 2994.83
0.0216985 0.0212977 0.111311 0 4538.84
0.0629792 0.0644472 0.11292 0 10457.6
0.061325 0.000865803 0.110961 0 9668.72
0.0210104 -0.0223711 0.116524 0 4439.2
0.0641369 -0.0632523 0.116888 0 10580.9
0.00496706 -0.059447 0.115659 0 3297.14
-0.0200889 -0.0240968 0.112784 0 2138.16
-0.0640204 -0.0666721 0.115537 0 992.467
-0.0627916 -9.05375e-05 0.112641 0 1038.9
-0.0177778 0.0231827 0.113199 0 2223.47
-0.0627663 0.0666267 0.112582 0 1022.52
0.00155283 0.0330434 0.139111 0 2948.68
-0.00401548 0.0930598 0.138356 0 2817.96
0.0426288 0.0432975 0.135846 0 6303.9
0.0305964 0.000919043 0.140991 0 4956.71
0.09068 -0.00212817 0.135807 0 15810.3
0.0422234 -0.0417938 0.137049 0 6248.19
0.00224102 -0.0282587 0.141247 0 2969.14
-0.00110193 -0.0928094 0.13926 0 2978.75
-0.0437875 -0.039114 0.13879 0 1353.89
-0.030003 0.000387667 0.141018 0 1703.14
-0.090644 0.00434461 0.138908 0 634.474
-0.0430706 0.0419995 0.142157 0 1352.22
0.000633835 -0.000255744 0.162805 0 2694.4
0.00278938 0.0588907 0.164227 0 2783.25
0.018794 0.0197038 0.163534 0 3689.12
0.0625858 0.0620711 0.164316 0 8740.95
0.0614226 0.000566786 0.163512 0 7987.8
0.0231507 -0.0227751 0.159663 0 4047.49
0.063441 -0.0619195 0.161858 0 8979.48
-0.00318844 -0.0622766 0.157427 0 2563.25
-0.0248196 -0.0199929 0.163371 0 1744.37
-0.064713 -0.0621252 0.161445 0 897.644
-0.0627984 9.42941e-05 0.16213 0 938.26
-0.0206003 0.0242048 0.16058 0 1880.76
-0.0635326 0.0625205 0.161251 0 914.587
-0.00389144 0.0300065 0.184014 0 2281.77
-0.000818746 0.0890669 0.183797 0 2554.26
0.0440543 0.042306 0.186926 0 5240.62
0.0303876 -0.000525502 0.185745 0 4075.76
0.0880215 -0.002519 0.186439 0 11571.9
0.0442059 -0.0432739 0.180948 0 5396.99
0.00103882 -0.0281304 0.185829 0 2457.57
0.00186725 -0.0882635 0.188699 0 2624.62
-0.0447446 -0.0427268 0.184156 0 1159
-0.0320204 0.00307158 0.190522 0 1394.27
-0.0891101 -0.00110455 0.187159 0 572.925
-0.0432712 0.0426751 0.183175 0 1190.23
-0.000559255 -0.00421491 0.21019 0 2127.99
0.00218343 0.0605163 0.206563 0 2297.69
0.0221006 0.0205188 0.207137 0 3158.77
0.0622915 0.0647967 0.208848 0 7136.55
0.062911 0.00025982 0.209208 0 6356.65
0.021626 -0.0210709 0.209393 0 3099.39
0.0634394 -0.0630634 0.208901 0 7236.63
-0.00213601 -0.0575953 0.208387 0 2102.82
-0.018795 -0.0219838 0.210509 0 1576.52
-0.0681788 -0.0627538 0.208942 0 719.142
-0.0622459 0.00171159 0.20904 0 799.786
-0.0214237 0.0201016 0.212606 0 1497.99
-0.0629502 0.0661153 0.208829 0 782.076
0.00160798 0.0301839 0.22832 0 1993.22
0.000854565 0.0920011 0.233347 0 2145.13
0.0439924 0.0395702 0.235779 0 3933.57
0.0266763 0.0013126 0.236448 0 2860.45
0.0889101 0.00293884 0.233577 0 8744.49
0.0402529 -0.0442563 0.232746 0 3779.11
0.00271895 -0.0295007 0.235483 0 1949.53
-0.00202097 -0.0885905 0.22929 0 2037.98
-0.0378423 -0.0412079 0.232885 0 1035.78
-0.0290311 -0.000170323 0.23451 0 1184.16
-0.0861653 -0.00163719 0.233129 0 497.489
-0.0430601 0.0448706 0.235215 0 944.336
-0.000699765 -0.00414996 0.257863 0 1601.95
0.000300254 0.0593622 0.260124 0 1654.27
0.020129 0.0215483 0.258482 0 2236.74
0.064134 0.0637618 0.254733 0 5745.42
0.0594483 0.00232777 0.258737 0 4319.8
0.0243644 -0.0201409 0.257095 0 2417.28
0.0661916 -0.0661451 0.256795 0 6137.26
0.000150805 -0.0608155 0.253347 0 1714.98
-0.0209506 -0.0209368 0.257161 0 1173.23
-0.0637697 -0.0661709 0.258921 0 607.715
-0.0593562 -0.00111142 0.258772 0 652.271
-0.0204451 0.0224864 0.254579 0 1202.77
-0.0700016 0.0644856 0.258165 0 554.89
0.00136883 0.0305587 0.280338 0 1443.89
0.000533625 0.0917262 0.280187 0 1666.23
0.0413037 0.0410586 0.280427 0 2824.61
0.0331616 0.000252344 0.281927 0 2352.36
0.0920394 -0.00231197 0.281024 0 6826.59
0.0409211 -0.0454855 0.280945 0 2828.88
-0.00159812 -0.0302495 0.275325 0 1420.93
-0.00204421 -0.088603 0.27821 0 1564.3
-0.0427599 -0.040031 0.279509 0 737.705
-0.0305155 -0.00133972 0.280855 0 875.971
-0.0910739 -0.000415864 0.278924 0 364.742
-0.0424919 0.0415373 0.280001 0 738.868
