particle_positions_x particle_positions_y particle_positions_z detector_id counts
-0.00572165 0.000692712 0.0192167 0 2691.31
-6.39179e-05 0.0626832 0.0221173 0 2947.13
0.0180822 0.0218696 0.0193784 0 4062.91
0.0623298 0.064922 0.0181502 0 9824.74
0.0623873 -0.000641544 0.0205665 0 9314.43
0.0211507 -0.0215183 0.0184045 0 4302.39
0.0649438 -0.0650339 0.0202769 0 10589
-0.000142248 -0.0615796 0.0167004 0 2902.3
-0.0254115 -0.024969 0.0171212 0 1875.06
-0.0657108 -0.0611237 0.0213328 0 950.669
-0.0619886 -0.00484308 0.0207711 0 1019.83
-0.0169903 0.0223622 0.0182781 0 2155.02
-0.0615602 0.0642823 0.0184264 0 1006.94
0.00244407 0.0305636 0.04733 0 3257.57
-0.00407158 0.0938 0.0445433 0 2965.59
0.0412909 0.0410255 0.0433512 0 6570.01
0.0299041 -0.00317586 0.0436119 0 5348.88
0.0912912 -0.000649364 0.0477392 0 17864
0.0422074 -0.0419707 0.0425812 0 6762.63
-7.86836e-05 -0.0338694 0.0447587 0 3069.48
-0.00389054 -0.0882779 0.0458026 0 2945
-0.0412179 -0.0434463 0.0468754 0 1486
-0.0285567 -0.00194438 0.0447012 0 1881.05
-0.0912857 -0.000929977 0.0496363 0 655.115
-0.0428048 0.0418999 0.0471866 0 1451.91
-0.0008969 -0.00144282 0.066741 0 3115.84
-0.00166121 0.0610127 0.066795 0 3016.55
0.0241605 0.0193873 0.0699872 0 4990.5
0.0633586 0.065353 0.0648628 0 10960.7
0.0616921 -0.00161039 0.0660096 0 10275.2
0.0234575 -0.0256031 0.0661886 0 4842.63
0.0649713 -0.0653859 0.0670961 0 11408.9
0.001992 -0.0574617 0.066192 0 3201.62
-0.0236099 -0.0175687 0.0673949 0 2065.84
-0.0652365 -0.0625332 0.0644773 0 1001.53
-0.0620491 -0.000544297 0.0709793 0 1095.43
-0.0216013 0.0185899 0.0675146 0 2160.46
-0.0633769 0.0628495 0.0713358 0 1027.36
-0.000882152 0.0291042 0.0897535 0 3082.23
0.0017046 0.0908548 0.0886783 0 3358.79
0.0422394 0.0431165 0.091606 0 6885.74
0.0292823 -0.00494709 0.0871409 0 5419.82
0.088313 0.00157726 0.0951682 0 17333
0.0435414 -0.0429204 0.0931494 0 6951.74
-0.000794001 -0.0303587 0.0932469 0 3077.12
-0.0020675 -0.090681 0.0885826 0 3101.2
-0.043748 -0.0441519 0.0889089 0 1443.1
-0.0316241 -0.00169627 0.0895567 0 1811.6
-0.0938816 0.00178271 0.0901852 0 650.178
-0.0410745 0.0415813 0.0929863 0 1499.01
0.00274152 -0.000197874 0.116775 0 3162.89
-0.000359987 0.0582439 0.114655 0 2981.03
0.0216985 0.0212977 0.111311 0 4542.5
0.0629792 0.0644472 0.11292 0 10434.9
0.061325 0.000865803 0.110961 0 9802.9
0.0210104 -0.0223711 0.116524 0 4473.81
0.0641369 -0.0632523 0.116888 0 10492.1
0.00496706 -0.059447 0.115659 0 3284.71
-0.0200889 -0.0240968 0.112784 0 2153.9
-0.0640204 -0.0666721 0.115537 0 996.042
-0.0627916 -9.05375e-05 0.112641 0 1043.9
-0.0177778 0.0231827 0.113199 0 2225.69
-0.0627663 0.0666267 0.112582 0 1017.74
0.00155283 0.0330434 0.139111 0 2938.27
-0.00401548 0.0930598 0.138356 0 2828.9
0.0426288 0.0432975 0.135846 0 6373.63
0.0305964 0.000919043 0.140991 0 4988.82
0.09068 -0.00212817 0.135807 0 15782.6
