particle_positions_x particle_positions_y particle_positions_z detector_id counts
0.0422234 -0.0417938 0.137049 0 6276.07
0.00224102 -0.0282587 0.141247 0 2952.63
-0.00110193 -0.0928094 0.13926 0 2986.29
-0.0437875 -0.039114 0.13879 0 1340.08
-0.030003 0.000387667 0.141018 0 1704.17
-0.090644 0.00434461 0.138908 0 636.34
-0.0430706 0.0419995 0.142157 0 1356.24
0.000633835 -0.000255744 0.162805 0 2675.36
0.00278938 0.0588907 0.164227 0 2766.64
0.018794 0.0197038 0.163534 0 3695.18
0.0625858 0.0620711 0.164316 0 8685.3
0.0614226 0.000566786 0.163512 0 8028.27
0.0231507 -0.0227751 0.159663 0 4040.37
0.063441 -0.0619195 0.161858 0 8926.32
-0.00318844 -0.0622766 0.157427 0 2564.28
-0.0248196 -0.0199929 0.163371 0 1744.99
-0.064713 -0.0621252 0.161445 0 892.417
-0.0627984 9.42941e-05 0.16213 0 941.82
-0.0206003 0.0242048 0.16058 0 1881.82
-0.0635326 0.0625205 0.161251 0 911.06
-0.00389144 0.0300065 0.184014 0 2287.81
-0.000818746 0.0890669 0.183797 0 2532.59
0.0440543 0.042306 0.186926 0 5261.75
0.0303876 -0.000525502 0.185745 0 4113.9
0.0880215 -0.002519 0.186439 0 11549.2
0.0442059 -0.0432739 0.180948 0 5378.97
0.00103882 -0.0281304 0.185829 0 2449.63
0.00186725 -0.0882635 0.188699 0 2650.01
-0.0447446 -0.0427268 0.184156 0 1164.2
-0.0320204 0.00307158 0.190522 0 1395.26
-0.0891101 -0.00110455 0.187159 0 572.123
-0.0432712 0.0426751 0.183175 0 1191.58
-0.000559255 -0.00421491 0.21019 0 2129.05
0.00218343 0.0605163 0.206563 0 2294.36
0.0221006 0.0205188 0.207137 0 3161.79
0.0622915 0.0647967 0.208848 0 7177
0.062911 0.00025982 0.209208 0 6305.81
0.021626 -0.0210709 0.209393 0 3107.88
0.0634394 -0.0630634 0.208901 0 7254.27
-0.00213601 -0.0575953 0.208387 0 2094.02
-0.018795 -0.0219838 0.210509 0 1590.76
-0.0681788 -0.0627538 0.208942 0 707.331
-0.0622459 0.00171159 0.20904 0 797.598
-0.0214237 0.0201016 0.212606 0 1502.24
-0.0629502 0.0661153 0.208829 0 777.317
0.00160798 0.0301839 0.22832 0 1989.04
0.000854565 0.0920011 0.233347 0 2155.37
0.0439924 0.0395702 0.235779 0 3934.11
0.0266763 0.0013126 0.236448 0 2867.73
0.0889101 0.00293884 0.233577 0 8761.18
0.0402529 -0.0442563 0.232746 0 3782.61
0.00271895 -0.0295007 0.235483 0 1966.42
-0.00202097 -0.0885905 0.22929 0 2049.19
-0.0378423 -0.0412079 0.232885 0 1036.94
-0.0290311 -0.000170323 0.23451 0 1181.44
-0.0861653 -0.00163719 0.233129 0 494.006
-0.0430601 0.0448706 0.235215 0 938.272
-0.000699765 -0.00414996 0.257863 0 1604.32
0.000300254 0.0593622 0.260124 0 1649.32
0.020129 0.0215483 0.258482 0 2250.05
0.064134 0.0637618 0.254733 0 5736.24
0.0594483 0.00232777 0.258737 0 4349.7
0.0243644 -0.0201409 0.257095 0 2410.67
0.0661916 -0.0661451 0.256795 0 6104.69
0.000150805 -0.0608155 0.253347 0 1724.17
-0.0209506 -0.0209368 0.257161 0 1172.6
-0.0637697 -0.0661709 0.258921 0 598.798
-0.0593562 -0.00111142 0.258772 0 649.845
-0.0204451 0.0224864 0.254579 0 1203.69
-0.0700016 0.0644856 0.258165 0 554.457
0.00136883 0.0305587 0.280338 0 1447.53
0.000533625 0.0917262 0.280187 0 1676.32
0.0413037 0.0410586 0.280427 0 2841.52
0.0331616 0.000252344 0.281927 0 2349.11
0.0920394 -0.00231197 0.281024 0 6868.75
0.0409211 -0.0454855 0.280945 0 2821.16
-0.00159812 -0.0302495 0.275325 0 1422.15
-0.00204421 -0.088603 0.27821 0 1563.8
-0.0427599 -0.040031 0.279509 0 741.314
-0.0305155 -0.00133972 0.280855 0 882.04
-0.0910739 -0.000415864 0.278924 0 367.03
-0.0424919 0.0415373 0.280001 0 735.187
