x_position,y_position,z_position,angle_distance,count,noisy_count
-0.000877192982456,-0.065331740987247,0.024561403508772,0.18089539956355,3717.23,3724.55016368286
-0.007017543859649,-0.067990590911147,0.021491228070176,0.188257421638811,3258.82,3258.2659583974
-0.013157894736842,-0.070649440835046,0.018421052631579,0.195619443714072,2855.05,2850.09119521567
-0.019298245614035,-0.073308290758946,0.015350877192983,0.202981465789332,2507.45,2505.01357071842
-0.025438596491228,-0.075967140682846,0.012280701754386,0.210343487864593,2206.93,2210.25816204492
-0.031578947368421,-0.078625990606745,0.009210526315789,0.217705509939854,1944.93,1943.36981164422
-0.037719298245614,-0.081284840530645,0.006140350877193,0.225067532015114,1714.59,1714.56929775874
-0.043859649122807,-0.083943690454544,0.003070175438596,0.232429554090375,1513.58,1509.17246860068
-0.05,-0.086602540378444,0,0.239791576165636,1338.77,1333.60001361802
-0.1,0,0.1,-0.1,814.297,825.580795801969
-0.091666666666667,0,0.1,-0.091666666666667,939.452,937.098839592734
-0.083333333333333,0,0.1,-0.083333333333333,1085.22,1086.86290472938
-0.075,0,0.1,-0.075,1255.65,1254.34453302032
-0.066666666666667,0,0.1,-0.066666666666667,1456.52,1459.49456472986
-0.058333333333333,0,0.1,-0.058333333333333,1692.87,1694.94402266391
-0.05,0,0.1,-0.05,1969.51,1971.39979638305
-0.041666666666667,0,0.1,-0.041666666666667,2300.35,2295.79172741323
-0.033333333333333,0,0.1,-0.033333333333333,2687.61,2691.87406437649
-0.025,0,0.1,-0.025,3151.63,3149.45614422465
-0.016666666666667,0,0.1,-0.016666666666667,3701.8,3701.43124039881
-0.008333333333333,0,0.1,-0.008333333333333,4363.99,4357.69969829271
0,0,0.1,0,5153.3,5146.86138404724
0.008333333333333,0,0.1,0.008333333333333,6101.35,6105.27848703048
0.016666666666667,0,0.1,0.016666666666667,7250.47,7240.4900433016
0.025,0,0.1,0.025,8633.62,8635.70905836441
0.033333333333333,0,0.1,0.033333333333333,10304.5,10308.4701508985
0.041666666666667,0,0.1,0.041666666666667,12322.7,12322.3611348534
0.05,0,0.1,0.05,14786.4,14796.2943000106
0.058333333333333,0,0.1,0.058333333333333,17754.8,17754.5449311552
0.066666666666667,0,0.1,0.066666666666667,21326.4,21324.7877594658
0.075,0,0.1,0.075,25664.1,25664.2029622945
0.083333333333333,0,0.1,0.083333333333333,30798.5,30804.8595829088
0.091666666666667,0,0.1,0.091666666666667,36843,36841.7915259007
0.1,0,0.1,0.1,43822.3,43821.0561203154
