x_position,y_position,z_position,angle_distance
0.02500000000000016,-0.0968245836551857,0.25,-0.5053605102841588
0.021078756610988403,-0.08937107285990294,0.25,-0.46324713442714566
0.01747478966858912,-0.08175908263596295,0.25,-0.42113375857013247
0.014194489994839576,-0.0740021111301713,0.25,-0.3790203827131193
0.011243674460920589,-0.06611391358091788,0.25,-0.3369070068561061
0.008627575672248311,-0.05810847792636589,0.25,-0.2947936309990929
0.0063508326896292155,-0.050000000000000204,0.25,-0.2526802551420797
0.004417482802932804,-0.041802858357520435,0.25,-0.2105668792850665
0.002830954371869171,-0.0335315887797173,0.25,-0.16845350342805332
0.0015940607465666778,-0.025200858496545783,0.25,-0.12634012757104013
0.0007089952787304454,-0.016825440178102887,0.25,-0.08422675171402694
0.00017732743222814706,-0.008420185738631077,0.25,-0.042113375857013746
0.0,-1.1102230246251565e-16,0.25,-5.551115123125783e-16
0.00017732743222814706,0.008420185738630844,0.25,0.04211337585701258
0.0007089952787304177,0.016825440178102665,0.25,0.08422675171402583
0.00159406074656665,0.02520085849654557,0.25,0.12634012757103907
0.0028309543718691432,0.03353158877971708,0.25,0.1684535034280522
0.004417482802932748,0.041802858357520206,0.25,0.21056687928506534
0.00635083268962916,0.04999999999999999,0.25,0.2526802551420786
0.008627575672248256,0.05810847792636569,0.25,0.29479363099909184
0.011243674460920505,0.06611391358091769,0.25,0.336907006856105
0.014194489994839465,0.07400211113017108,0.25,0.3790203827131181
0.017474789668589008,0.08175908263596274,0.25,0.42113375857013136
0.02107875661098832,0.08937107285990276,0.25,0.4632471344271446
0.025000000000000022,0.09682458365518548,0.25,0.5053605102841576
0.10000000000000003,0.0,0.07679491924311224,-1.0471975511965979
0.0852847127297908,0.0,0.08616959114220163,-0.9599310885968814
0.07144247806269216,0.0,0.09679111137620436,-0.8726646259971649
0.05857864376269051,0.0,0.10857864376269047,-0.7853981633974484
0.0467911113762044,0.0,0.12144247806269212,-0.6981317007977319
0.03616959114220164,0.0,0.13528471272979076,-0.6108652381980154
0.02679491924311228,0.0,0.15,-0.5235987755982989
0.018738442592670018,0.0,0.1654763476518601,-0.43633231299858244
0.012061475842818331,0.0,0.18159597133486624,-0.34906585039886595
0.006814834742186332,0.0,0.19823619097949585,-0.26179938779914946
0.0030384493975584015,0.0,0.21527036446661393,-0.17453292519943298
0.0007610603816508854,0.0,0.23256885145046835,-0.08726646259971649
0.0,0.0,0.25,0.0
0.0007610603816508854,0.0,0.2674311485495316,0.08726646259971638
0.0030384493975584015,0.0,0.2847296355333861,0.17453292519943298
0.00681483474218636,0.0,0.3017638090205042,0.2617993877991496
0.012061475842818331,0.0,0.31840402866513373,0.34906585039886595
0.018738442592670018,0.0,0.33452365234813985,0.43633231299858233
0.02679491924311228,0.0,0.35,0.5235987755982989
0.03616959114220167,0.0,0.36471528727020924,0.6108652381980155
0.0467911113762044,0.0,0.37855752193730785,0.6981317007977319
0.05857864376269048,0.0,0.3914213562373095,0.7853981633974483
0.07144247806269216,0.0,0.40320888862379567,0.8726646259971649
0.08528471272979082,0.0,0.4138304088577984,0.9599310885968815
0.10000000000000003,0.0,0.4232050807568878,1.0471975511965979
0.04494897427830913,-0.08932854925120959,0.1606714507487904,-0.6836774225289324
0.038007048281709144,-0.08294059197279546,0.16705940802720454,-0.6267043039850948
0.031590798861365926,-0.07628348763607726,0.17371651236392274,-0.5697311854412572
0.02572104712086415,-0.0693788389328906,0.1806211610671094,-0.5127580668974197
