x_position,y_position,z_position,angle_distance
-0.048262643722002674,0.09296875000000003,0.25,0.5600753062265821
-0.058656937559515315,0.0738442696777215,0.25,0.43561412706511937
-0.06659671354989583,0.05357737427659137,0.25,0.3111529479036567
-0.07195913860326872,0.032481604806749054,0.25,0.18669176874219406
-0.07466125279238542,0.010883325456607603,0.25,0.062230589580731355
-0.07466125279238542,-0.010883325456607603,0.25,-0.062230589580731355
-0.07195913860326872,-0.03248160480674903,0.25,-0.18669176874219395
-0.06659671354989585,-0.05357737427659136,0.25,-0.31115294790365666
-0.058656937559515315,-0.0738442696777215,0.25,-0.43561412706511937
-0.048262643722002674,-0.09296875000000003,0.25,-0.5600753062265821
0.09999999999999999,0.0,0.07499999999999998,-1.5707963267948966
0.040146474918007956,0.0,0.08555379136246602,-1.2217304763960306
-0.012487831695144391,0.0,0.11594222245417884,-0.8726646259971648
-0.051554445662276766,0.0,0.16249999999999998,-0.5235987755982989
-0.0723413567771364,0.0,0.21961156890828717,-0.17453292519943298
-0.0723413567771364,0.0,0.2803884310917128,0.17453292519943298
-0.05155444566227679,0.0,0.33749999999999997,0.5235987755982987
-0.012487831695144419,0.0,0.38405777754582116,0.8726646259971647
0.040146474918007956,0.0,0.414446208637534,1.2217304763960306
0.09999999999999999,0.0,0.42500000000000004,1.5707963267948966
-0.03326243183900324,-0.08020637212951046,0.16979362787048954,-0.7051727222999031
-0.04933177851847584,-0.0645175167086772,0.1854824832913228,-0.5484676728999247
-0.0617415615194411,-0.04724757812445446,0.20275242187554554,-0.39176262349994617
-0.07018766344921104,-0.02881977801526303,0.22118022198473697,-0.2350575740999677
-0.07446310192162647,-0.009685712877330555,0.24031428712266945,-0.07835252469998921
-0.07446310192162647,0.009685712877330555,0.25968571287733055,0.07835252469998921
-0.07018766344921104,0.02881977801526303,0.27881977801526303,0.23505757409996775
-0.0617415615194411,0.04724757812445446,0.29724757812445446,0.3917626234999463
-0.04933177851847581,0.06451751670867722,0.3145175167086772,0.5484676728999247
-0.033262431839003265,0.08020637212951043,0.33020637212951043,0.7051727222999031
0.1,0.0,0.25,0.0
0.08888888888888889,0.011111111111111113,0.25,0.015713484026367724
0.07777777777777778,0.022222222222222227,0.25,0.03142696805273545
0.06666666666666668,0.03333333333333333,0.25,0.04714045207910317
0.05555555555555556,0.04444444444444445,0.25,0.0628539361054709
0.044444444444444446,0.055555555555555566,0.25,0.07856742013183862
0.03333333333333334,0.06666666666666667,0.25,0.09428090415820634
0.022222222222222227,0.07777777777777778,0.25,0.10999438818457406
0.011111111111111113,0.0888888888888889,0.25,0.1257078722109418
1.3877787807814457e-17,0.1,0.25,0.1414213562373095
0.1,0.0,0.25,0.0
0.08888888888888889,0.011111111111111112,0.26571348402636774,0.02222222222222222
0.07777777777777778,0.022222222222222223,0.2814269680527354,0.04444444444444444
0.06666666666666668,0.03333333333333333,0.29714045207910317,0.06666666666666667
0.055555555555555566,0.044444444444444446,0.31285393610547085,0.08888888888888888
0.04444444444444445,0.05555555555555556,0.3285674201318386,0.1111111111111111
0.033333333333333354,0.06666666666666667,0.34428090415820634,0.13333333333333333
0.02222222222222224,0.07777777777777778,0.3599943881845741,0.15555555555555556
0.011111111111111127,0.08888888888888889,0.37570787221094176,0.17777777777777776
1.3877787807814457e-17,0.1,0.3914213562373095,0.2
0.1,0.0,0.25,0.0
0.08333333333333334,-0.009622504486493764,0.2388888888888889,0.022222222222222223
0.06666666666666668,-0.01924500897298753,0.22777777777777777,0.044444444444444446
0.05000000000000002,-0.02886751345948129,0.21666666666666667,0.06666666666666667
0.03333333333333334,-0.03849001794597506,0.20555555555555555,0.08888888888888889
0.016666666666666677,-0.04811252243246882,0.19444444444444445,0.1111111111111111
2.7755575615628914e-17,-0.05773502691896258,0.18333333333333335,0.13333333333333333
-0.01666666666666665,-0.06735753140545635,0.17222222222222222,0.15555555555555556
-0.033333333333333326,-0.07698003589195011,0.1611111111111111,0.17777777777777778
-0.04999999999999999,-0.08660254037844388,0.15,0.2
0.1,0.0,0.25,0.1
0.07777777777777778,0.0,0.25,0.07777777777777778
0.05555555555555556,0.0,0.25,0.05555555555555556
0.03333333333333334,0.0,0.25,0.03333333333333334
0.011111111111111113,0.0,0.25,0.011111111111111113
-0.011111111111111113,0.0,0.25,-0.011111111111111113
-0.033333333333333326,0.0,0.25,-0.033333333333333326
-0.05555555555555555,0.0,0.25,-0.05555555555555555
-0.07777777777777778,0.0,0.25,-0.07777777777777778
-0.1,0.0,0.25,-0.1
0.1,0.0,0.35,0.1
0.07777777777777778,0.0,0.35,0.07777777777777778
0.05555555555555556,0.0,0.35,0.05555555555555556
0.03333333333333334,0.0,0.35,0.03333333333333334
0.011111111111111113,0.0,0.35,0.011111111111111113
-0.011111111111111113,0.0,0.35,-0.011111111111111113
-0.033333333333333326,0.0,0.35,-0.033333333333333326
-0.05555555555555555,0.0,0.35,-0.05555555555555555
-0.07777777777777778,0.0,0.35,-0.07777777777777778
-0.1,0.0,0.35,-0.1
0.0,-0.1,0.25,-0.1
0.0,-0.07777777777777778,0.25,-0.07777777777777778
0.0,-0.05555555555555556,0.25,-0.05555555555555556
0.0,-0.03333333333333334,0.25,-0.03333333333333334
0.0,-0.011111111111111113,0.25,-0.011111111111111113
0.0,0.011111111111111113,0.25,0.011111111111111113
0.0,0.033333333333333326,0.25,0.033333333333333326
0.0,0.05555555555555555,0.25,0.05555555555555555
0.0,0.07777777777777778,0.25,0.07777777777777778
0.0,0.1,0.25,0.1
0.0,0.0,0.0,0.0
0.0,0.0,0.05555555555555555,0.05555555555555555
0.0,0.0,0.1111111111111111,0.1111111111111111
0.0,0.0,0.16666666666666666,0.16666666666666666
0.0,0.0,0.2222222222222222,0.2222222222222222
0.0,0.0,0.2777777777777778,0.2777777777777778
0.0,0.0,0.3333333333333333,0.3333333333333333
0.0,0.0,0.38888888888888884,0.38888888888888884
0.0,0.0,0.4444444444444444,0.4444444444444444
0.0,0.0,0.5,0.5
