particle_positions_x,particle_positions_y,particle_positions_z,noisy_particle_positions_x,noisy_particle_positions_y,noisy_particle_positions_z,counts_it1000,counts_it10000,counts_it100000,counts_it1000000,counts_it10000000,counts_it10001,counts_it100001,counts_it1000001,counts_it10000001,counts_it10002,counts_it100002,counts_it1000002,counts_it10000002,noisy_counts_it10000,noisy_counts_it100000,noisy_counts_it1000000,noisy_counts_it1000,noisy_counts_it10000000,nomad_run1,nomad_run2,nomad_run3,nomad_run4,nomad_run5,counts_it1000000,nomad_run5_2,nomad_run6,nomad_run7,nomad_run8,nomad_run9,nomad_run11,nomad_run12
0,0.03,0.138182,0.001552826290533,0.033043406842547,0.139110688159453,2841.89,2887.92,2885.15,2878.24,2877,2881.74,2878.99,2875.57,2878.62,2890,2896.22,2876.36,2877.14,2938.27,2948.68,2950.17,2945.36,2947.11,2878.53,2878.37,2881.94,2894.22,2874.92,2878.24,2875.6,2876.18,2871.15,2844.97,2857.97,2873.2,2874.62
0,0.09,0.138182,-0.004015481279193,0.093059758309827,0.138355720900748,2994.52,3043.19,3013.04,3010.74,3009.7,3020.81,3014.7,3003.3,3008.61,2980.59,2983.56,2998.21,3009.05,2828.9,2817.96,2813.4,2786.72,2817.36,3013.46,3014.95,3028.14,3007.8,3014.29,3010.74,3014.18,3016.16,3002.45,2949.74,2990.47,3013.24,3008.38
0.0424264,0.0424264,0.138182,0.042628794210996,0.043297528337769,0.135845852301291,6059.24,6248.05,6235.16,6235.01,6236.72,6282.59,6208.24,6230.83,6234.63,6211.4,6257.54,6228.92,6237.28,6373.63,6303.9,6307.68,6359.46,6308.35,6235.08,6277.18,6277.39,6207.57,6255.56,6235.01,6254.07,6265.86,6250.69,6213.82,6224.12,6254.37,6236.35
0.03,0,0.138182,0.030596407422312,0.000919043221932,0.140990564272777,4734.07,4944.93,4943.83,4954.37,4952.61,4887.92,4952.55,4952.94,4953.27,5015.04,4945.26,4960.39,4951.06,4988.82,4956.71,4957.54,4948.63,4961.03,4952.8,4973.03,4976.84,4948.27,4957.34,4954.37,4961.89,4968.13,4953.92,4917.46,4934.4,4956.7,4952.69
0.09,0,0.138182,0.090680034002484,-0.002128171337796,0.13580683851806,15589,15345.1,15422.2,15429.1,15433.3,15376.3,15549.7,15413.1,15431.1,15073.2,15444.9,15438,15425.4,15782.6,15810.3,15794,16026,15797.4,15444.1,15694.6,15316.4,15452.3,15396,15429.1,15392.8,15450.7,15599.4,16609.6,15561.1,15431.6,15401.4
0.0424264,-0.0424264,0.138182,0.042223434148734,-0.041793772479167,0.137048883996508,6241.08,6194.49,6239.4,6233.89,6237.92,6218.14,6264.7,6230.4,6232.14,6223.47,6251.71,6229.99,6239.68,6276.07,6248.19,6228.15,6095.14,6234.05,6237.02,6273.51,6273.23,6215.3,6255.59,6233.89,6252.71,6267.29,6257.61,6221.35,6223.48,6253.48,6241.46
0,-0.03,0.138182,0.002241021948322,-0.028258707893412,0.141246681101122,2925.23,2886.46,2881.76,2875.08,2877.28,2882.41,2866.08,2874.35,2875.97,2789.41,2902.38,2864.96,2878.39,2952.63,2969.14,2968.6,2967.42,2968.03,2878.02,2880.72,2884.22,2892.9,2873.99,2875.08,2875.64,2875.35,2869.82,2840.54,2857.28,2870.84,2874.62
0,-0.09,0.138182,-0.001101927346207,-0.092809376575864,0.139259743893975,2957.98,2995.64,3021.45,3007.02,3009.31,3012.61,3009.25,3009.56,3007.38,3082.15,2998.04,3006.25,3007.71,2986.29,2978.75,2975.49,3059.74,2974.02,3010.37,3012.59,3025.85,3007.98,3015.26,3007.02,3014.61,3016.82,3005.01,2951.37,2991.03,3014.08,3009.17
-0.0424264,-0.0424264,0.138182,-0.04378754661574,-0.039113953761894,0.138789560834625,1373.77,1385.48,1383.08,1382.46,1381.17,1406.64,1384.74,1380.98,1382,1374.02,1383.54,1379.28,1381.39,1340.08,1353.89,1351.16,1389.33,1350.27,1383.77,1379.6,1374.42,1408.08,1375,1382.46,1374.71,1370.09,1372.53,1377.99,1368.35,1372.88,1381.87
-0.03,0,0.138182,-0.030003043668017,0.000387666898228,0.141018093129357,1728.47,1723.36,1715.7,1717.68,1717.69,1687.1,1710.77,1721.69,1716.67,1756.25,1711.99,1718.5,1718.69,1704.17,1703.14,1706.37,1717.72,1706.49,1720.32,1715.2,1712.76,1744.32,1711.64,1717.68,1712.5,1708.46,1707.67,1708.89,1702.37,1708.96,1718.14
-0.09,0,0.138182,-0.090643966497699,0.004344605381278,0.138907602453009,635.924,641.849,643.511,641.9,641.941,643.212,645.63,641.486,642.292,652.004,640.504,642.575,641.791,636.34,634.474,634.876,645.954,634.512,642.688,638.706,631.133,665.869,634.171,641.9,634.587,630.338,634.189,653.416,634.558,633.014,641.146
-0.0424264,0.0424264,0.138182,-0.043070571024457,0.041999535406899,0.14215680871137,1381.29,1385.1,1382.53,1381.78,1381.46,1387.99,1374.74,1379.78,1381.94,1394.07,1372.56,1381.58,1381.1,1356.24,1352.22,1354.91,1340.65,1354.86,1383.68,1378.67,1374.46,1407.26,1376.29,1381.78,1374.67,1369.59,1372.19,1379.05,1369.48,1373.55,1381.7
0,0,0.161818,0.0006338347565,-0.00025574383795,0.162804629886539,2667.61,2683.69,2672.07,2676.6,2676.9,2646.15,2668.43,2682.15,2675.72,2566.75,2684.59,2680.98,2676.7,2675.36,2694.4,2695.87,2677.09,2695.67,2677.4,2677.03,2678.67,2692.72,2677.28,2676.6,2675.34,2674.55,2669.58,2647.29,2659.38,2672.78,2674.37
0,0.06,0.161818,0.002789383592883,0.058890679530279,0.164226946074777,2654.99,2687.47,2668.24,2668.52,2670.11,2616.27,2667.16,2669.49,2667.34,2703.39,2680.55,2668.83,2669.2,2766.64,2783.25,2780.74,2727.59,2779.89,2669.42,2672.78,2679.5,2681,2668.54,2668.52,2670.72,2670.15,2662.42,2632.74,2651,2667.3,2671.65
0.0212132,0.0212132,0.161818,0.018794024469689,0.019703811855295,0.163534311413871,3942.96,3867.34,3886.18,3875.47,3876.73,3784.38,3865.88,3870.29,3878.19,3945.04,3866.33,3876.85,3877.08,3695.18,3689.12,3685.83,3720.95,3689.44,3877.47,3887.52,3892.06,3875.99,3882.69,3875.47,3883.13,3882.34,3871.64,3830.93,3856.18,3880.44,3875.87
0.0636396,0.0636396,0.161818,0.062585812951802,0.06207109742083,0.164316334467336,9034.02,9168.01,9087.5,9093.68,9089.21,9064.29,9112.21,9085.73,9089.39,9270.94,9130.26,9080.2,9086.93,8685.3,8740.95,8725.51,8752.35,8723.11,9086.05,9186.72,9155.39,8991.09,9127.88,9093.68,9125.22,9165.26,9150.72,9157.16,9105.54,9137.38,9083.78
0.06,0,0.161818,0.061422607225698,0.000566786023759,0.163511585279501,7775.63,7847.36,7830.56,7838.4,7839.6,7842.27,7851.08,7834.81,7840.77,7779.81,7812.41,7840.69,7839.79,8028.27,7987.8,7986.09,8082.85,7984.37,7843.65,7904.96,7876.69,7790.51,7857.2,7838.4,7858.68,7882.14,7875.43,7894.9,7836.75,7870.09,7841.51
0.0212132,-0.0212132,0.161818,0.023150730106817,-0.022775081240767,0.159662884916693,3925.53,3866.23,3885.44,3876.43,3876.51,3876.81,3905.43,3877.41,3875.32,3903.51,3858.69,3866.75,3874.17,4040.37,4047.49,4047.45,4149.11,4046.73,3876.76,3886.62,3895.31,3875,3880.82,3876.43,3883.82,3884.62,3875.13,3832.59,3853.97,3878.72,3881.57
0.0636396,-0.0636396,0.161818,0.063440974457794,-0.061919497875744,0.161857979047458,9277.79,9107.94,9089.48,9087.94,9087.93,9210.65,9026.65,9086.45,9083.92,8872.43,9159.89,9091.25,9086.95,8926.32,8979.48,8966.21,8828.68,8964.18,9088.06,9182.22,9155.49,8988.94,9127.7,9087.94,9125.11,9163.09,9145.83,9165.07,9106.35,9135.21,9091.16
0,-0.06,0.161818,-0.003188444204125,-0.062276608050457,0.157426690715566,2676.89,2684.34,2671.27,2669.7,2669.68,2624.16,2676.9,2670.69,2666.94,2680.23,2653.35,2678.05,2668.82,2564.28,2563.25,2562.68,2540.11,2563.52,2672.66,2671.35,2679.81,2682.13,2670.68,2669.7,2670.15,2670.53,2662.98,2631.44,2653.54,2668.48,2669.77
-0.0212132,-0.0212132,0.161818,-0.024819602571812,-0.019992897609307,0.163371032088205,1822.4,1851.54,1857.8,1859.09,1859.48,1888.14,1857.63,1860.39,1860.52,1897.09,1862.83,1860.06,1858.95,1744.99,1744.37,1739.57,1757.93,1741.68,1861.54,1858.54,1855.94,1884.26,1854.29,1859.09,1854.85,1852.77,1850.11,1845.25,1843.72,1850.54,1860.88
-0.0636396,-0.0636396,0.161818,-0.064713037547697,-0.062125158801243,0.161444932925069,898.654,911.038,910.459,910.107,911.467,934.636,912.294,913.555,911.124,896.288,906.665,913.464,911.675,892.417,897.644,896.877,893.168,896.705,912.318,907.94,901.937,935.797,903.371,910.107,903.994,900.419,902.441,917.003,900.996,902.684,910.789
-0.06,0,0.161818,-0.062798382312316,9.42941364673092E-05,0.162130206631226,967.091,977.868,984.29,982.406,982.729,972.677,982.393,981.894,983.28,960.982,968.908,983.383,982.165,941.82,938.26,939.026,914.466,938.329,983.634,979.429,972.277,1009.18,974.532,982.406,975.036,971.286,973.412,988.269,971.611,973.424,982.579
-0.0212132,0.0212132,0.161818,-0.02060029234793,0.02420480056165,0.160579582146736,1899.57,1850.59,1858.12,1859.51,1859.2,1873.3,1868.78,1862.61,1859.18,1822.54,1856.93,1859.64,1859.06,1881.82,1880.76,1885.64,1864.51,1885.17,1859.27,1856.25,1854.96,1883.07,1855.88,1859.51,1854.69,1851.16,1848.58,1845.4,1844.5,1851.73,1857.91
-0.0636396,0.0636396,0.161818,-0.063532649217592,0.062520496310276,0.161251219265046,892.168,910.236,908.795,911.348,911.408,898.427,908.414,911.839,911.417,915.103,915.996,908.558,911.637,911.06,914.587,914.565,906.243,914.536,911.89,907.681,901.528,936.378,904.684,911.348,903.944,900.248,901.581,916.861,902.06,901.419,910.657
0,0.03,0.185455,-0.003891438128503,0.030006463693015,0.184014321209416,2397.02,2411.56,2416.44,2422.28,2423.12,2473.39,2422.63,2420.14,2421.56,2438.3,2412.14,2426.22,2422.19,2287.81,2281.77,2281.43,2334,2283.15,2424.77,2423.04,2429.87,2438.43,2420.08,2422.28,2420.48,2419.29,2414.59,2391.5,2405.5,2417.72,2425.05
0,0.09,0.185455,-0.000818745989603,0.089066937215279,0.183796644193305,2606.1,2594.03,2590.81,2589.65,2591.34,2633.05,2586.75,2584.73,2590.07,2570.29,2568.99,2593.21,2592.85,2532.59,2554.26,2558.5,2526.26,2554.87,2592.86,2593.48,2604.86,2594.24,2595.26,2589.65,2595.3,2595.34,2586.05,2538.12,2574.87,2590.78,2593.71
0.0424264,0.0424264,0.185455,0.044054329930047,0.042305956031924,0.186925600736368,5139.41,5086.72,5119.58,5116.55,5115.44,5017.46,5131.7,5110.85,5115.71,5080.17,5100.78,5118.04,5114.23,5261.75,5240.62,5232.33,5211.45,5229.51,5116.28,5134.74,5156.85,5085.11,5130.44,5116.55,5132.33,5142.1,5128.35,5048.75,5098.22,5127.71,5117.14
0.03,0,0.185455,0.030387633130967,-0.000525501738151,0.185745151310497,4131.02,4075.16,4063.14,4064.62,4064.62,4057.02,4063.12,4065.77,4063.41,4086.32,4044.02,4054.68,4063.18,4113.9,4075.76,4084.91,4189.05,4085.5,4063.36,4074.85,4086.12,4059.08,4073.74,4064.62,4072.27,4075.56,4061.26,4014.4,4044.91,4073.68,4065.6
0.09,0,0.185455,0.088021524603609,-0.00251900331864,0.18643906644747,12249.7,12036.1,12061.6,12067.8,12061.1,12240.7,12040.4,12052,12060.9,12100.6,12023.5,12051.9,12058.8,11549.2,11571.9,11551.5,11501.2,11554.4,12058.3,12226.2,12083.8,11969.6,12083.1,12067.8,12081.2,12139.2,12161.2,12490.2,12124.7,12090.7,12058.7
0.0424264,-0.0424264,0.185455,0.044205889435501,-0.043273934098906,0.18094823509969,5090.21,5128.87,5115.98,5114.54,5115.49,5040.27,5127.47,5108.38,5115.25,5178.55,5198.6,5128.98,5118.49,5378.97,5396.99,5408.92,5571.5,5409.24,5116.04,5138.94,5155.27,5085.28,5129.52,5114.54,5132.68,5142.88,5128.57,5054.27,5099.28,5130.74,5114.87
0,-0.03,0.185455,0.001038824822385,-0.028130434946145,0.185828946150092,2422.29,2436.66,2419.79,2421.72,2422.44,2390.61,2411.32,2421.86,2421.95,2407.92,2416.37,2427.91,2422.29,2449.63,2457.57,2461.37,2527.53,2462.18,2421.75,2422.92,2426.61,2440.47,2423.46,2421.72,2421.04,2417.8,2416.26,2392.01,2405.41,2418.88,2422.63
0,-0.09,0.185455,0.00186725139629,-0.088263510621397,0.188698596282903,2565.76,2583.07,2594.02,2592.7,2591.38,2540.98,2597.04,2592.06,2588.32,2542.67,2588.4,2582.85,2591.77,2650.01,2624.62,2630.36,2653.17,2630.17,2589.44,2592.95,2607.26,2592.04,2594.72,2592.7,2595.38,2596.54,2586.64,2539.22,2575.76,2593.44,2591.8
-0.0424264,-0.0424264,0.185455,-0.044744579122646,-0.042726806808562,0.184155696036384,1215.05,1198,1194.63,1196.36,1196.14,1178.95,1189.49,1196.44,1194.99,1203.09,1206.76,1197.25,1196.1,1164.2,1159,1157.94,1151.81,1157.21,1197.15,1192.43,1188.28,1221.7,1189.69,1196.36,1189.54,1185.25,1187.83,1194.51,1185.31,1187.28,1195.54
-0.03,0,0.185455,-0.032020447297313,0.003071577616203,0.190522236526741,1530.08,1459.7,1479.66,1475.38,1474.3,1466.98,1472.49,1477.76,1473.82,1452.05,1470.77,1473.38,1474.48,1395.26,1394.27,1396.9,1414.54,1396.62,1475.18,1471,1467.1,1499.59,1467.08,1475.38,1467.44,1463.64,1464.33,1467.08,1459.84,1465.26,1473.91
-0.09,0,0.185455,-0.089110088577883,-0.001104553094141,0.187158743658612,567.543,569.9,568.343,568.515,568.369,574.656,567.587,569.073,568.894,563.504,566.028,568.439,568.412,572.123,572.925,572.98,571.535,572.969,569.066,565.694,558.118,590.863,561.027,568.515,561.232,557.782,561.453,580.205,561.559,559.99,568.002
-0.0424264,0.0424264,0.185455,-0.043271182463769,0.042675105530602,0.183174883068003,1204.26,1199.08,1197.3,1196.33,1195.99,1179.61,1207.71,1195.09,1196.42,1206.33,1196.91,1197.06,1196.47,1191.58,1190.23,1189.05,1164.16,1189.99,1196.82,1192.91,1189.24,1222.14,1189.18,1196.33,1189.08,1185.59,1185.81,1195.39,1184.94,1187.19,1195.77
0,0,0.209091,-0.000559255246521,-0.004214911357865,0.210190493730043,2174.43,2156.05,2158.01,2161.2,2159.52,2163.18,2151.49,2159.59,2157.92,2183.93,2155.19,2157.48,2159.69,2129.05,2127.99,2126.31,2135.7,2127.39,2160.6,2158.95,2161.95,2177.74,2156.74,2161.2,2156.71,2152.89,2150.61,2133.18,2143.05,2152.14,2159.91
0,0.06,0.209091,0.002183426988802,0.06051625851097,0.206563219369229,2129.48,2172.41,2178.34,2180.99,2180.61,2154.95,2177.62,2179.74,2181.33,2144.84,2182.95,2186.39,2181.13,2294.36,2297.69,2291.83,2288.45,2294.05,2179.61,2179.26,2184.67,2194.56,2180.06,2180.99,2180.19,2181.62,2172.23,2147.16,2163.86,2176.48,2180.08
0.0212132,0.0212132,0.209091,0.022100621818601,0.020518827595334,0.207136799017687,3051.59,3063.4,3080.92,3079.84,3080.16,3119.12,3092.92,3080.26,3082.37,3021.81,3071.26,3080.79,3080.1,3161.79,3158.77,3162.84,3150,3160.39,3080.69,3084.19,3095.98,3084.49,3086.25,3079.84,3085.19,3087.35,3076.2,3031.42,3061.71,3080.96,3080.37
0.0636396,0.0636396,0.209091,0.062291521965151,0.064796697575742,0.208847735508513,7272.69,7253.37,7290.21,7285.37,7286.12,7130.84,7253.47,7297.91,7287.88,7291.88,7255.9,7265.18,7283.89,7177,7136.55,7144.08,6981.91,7147.25,7286.43,7341.5,7369.19,7179.01,7328.65,7285.37,7329.27,7360.96,7325.94,7212.42,7284.12,7335.92,7293.26
0.06,0,0.209091,0.062910962925449,0.000259820481112,0.209207960849807,6235.18,6018.27,6035.53,6024.02,6025.15,6073.14,5999.44,6034.85,6027.8,6077.26,6005.49,6033.59,6027.31,6305.81,6356.65,6341.78,6306.87,6344.6,6030.57,6064.66,6075.15,5979.04,6049.45,6024.02,6051.02,6063.49,6049.81,5977.66,6015.4,6056.15,6028.51
0.0212132,-0.0212132,0.209091,0.021626036127108,-0.021070934044897,0.209393243332217,3148.03,3080.7,3072.96,3079.52,3080.49,3141.86,3096.31,3082.25,3081.71,3032.47,3068.63,3086.75,3079.05,3107.88,3099.39,3097.75,3122.86,3096.2,3081.75,3087.9,3096.23,3085.34,3084.81,3079.52,3085.28,3088.69,3076.33,3035.46,3060.55,3081.58,3079.81
0.0636396,-0.0636396,0.209091,0.063439362847739,-0.063063401515438,0.208901499027873,7221.3,7273.98,7281.45,7289.88,7287.82,7174.23,7274.28,7298.33,7287.26,7312.58,7275.1,7288.41,7286.12,7254.27,7236.63,7234.5,7230.96,7230.74,7283.13,7348.17,7364.1,7182.94,7324.98,7289.88,7329.85,7360.86,7330.4,7210.82,7289.34,7335.35,7286.6
0,-0.06,0.209091,-0.002136014952035,-0.057595285399107,0.208387017556616,2171.35,2171.98,2179.29,2180.93,2180.69,2162.17,2184.77,2182.32,2181.28,2147.54,2188.62,2176.39,2181.04,2094.02,2102.82,2107.96,2082.05,2106.61,2180.61,2180.31,2185.92,2191.95,2179.36,2180.93,2179.76,2179.73,2173.07,2148,2165.53,2177.04,2183.06
-0.0212132,-0.0212132,0.209091,-0.01879495785117,-0.021983805170592,0.210508754138212,1523.12,1524.95,1526.39,1524.54,1526.04,1507.5,1528.89,1525.83,1525.51,1516.14,1533.49,1522.89,1525.89,1590.76,1576.52,1575.53,1582.56,1575.38,1528.39,1523.19,1520.37,1549.37,1519.67,1524.54,1520.09,1517.1,1515.7,1515.94,1512.84,1517.01,1527.53
-0.0636396,-0.0636396,0.209091,-0.06817876373489,-0.062753806071045,0.208942095273432,757.548,771.12,771.115,771.989,771.555,770.747,769.754,771.068,771.285,763.465,770.72,769.539,771.415,707.331,719.142,719.067,725.383,719.398,773.237,768.959,762.433,795.233,765.071,771.989,764.756,761.433,763.651,779.089,763.549,763.208,771.769
-0.06,0,0.209091,-0.062245936605839,0.001711590623027,0.209039517605451,831.027,826.57,826.179,827.049,826.428,851.653,822.637,828.725,825.919,827.548,832.206,827.642,826.013,797.598,799.786,798.728,805.772,798.153,827.582,822.767,817.023,851.551,818.568,827.049,819.184,814.319,817.774,834.029,816.961,816.62,825.963
-0.0212132,0.0212132,0.209091,-0.021423740255483,0.020101566781889,0.212605629715856,1522.29,1541.13,1526.55,1527.02,1526.17,1555.75,1527.2,1527.18,1526.46,1529.53,1519.5,1525.05,1525.83,1502.24,1497.99,1495.86,1500.14,1494.62,1526.57,1522.71,1521.06,1550.33,1519.88,1527.02,1520.57,1515.04,1516.57,1518.38,1512.02,1517.69,1526.54
-0.0636396,0.0636396,0.209091,-0.06295019222304,0.066115320105991,0.208828928670071,766.704,770.185,773.307,771.581,771.789,756.212,770.072,771.054,771.509,772.449,769.847,771.237,771.941,777.317,782.076,780.303,780.867,780.758,772.262,768.423,762.346,795.724,764.349,771.581,764.598,761.217,763.833,778.779,763.744,762.532,771.282
0,0.03,0.232727,0.001607982343425,0.030183938228486,0.228320415693738,1870.42,1899.65,1894.98,1894.76,1896.05,1866.35,1905.93,1898.72,1895.27,1877.7,1899.38,1891.73,1896.66,1989.04,1993.22,1996.22,2005.73,1995.8,1896.04,1892.96,1897.46,1914.93,1893.69,1894.76,1892.95,1890.98,1887.72,1873.07,1882.23,1891.16,1896.32
0,0.09,0.232727,0.000854564996292,0.092001118385935,0.233346939554248,2091.64,2096.72,2098,2096.9,2096.75,2095.32,2112.49,2094.3,2096.6,1991.17,2111.55,2097.69,2096.21,2155.37,2145.13,2154.74,2159.08,2153.62,2097.88,2096.79,2108.16,2099.82,2099.63,2096.9,2099.63,2096.37,2091.26,2052.3,2079.44,2095.7,2097.79
0.0424264,0.0424264,0.232727,0.043992350630777,0.039570153268802,0.235778519526797,3948.33,3929.11,3922.49,3918.81,3918.25,3929.64,3882.45,3914.24,3921.47,3879.75,3916.93,3908.8,3913.38,3934.11,3933.57,3936.41,3950.09,3936.39,3919.08,3933.73,3951.06,3892.91,3932.44,3918.81,3931.7,3937.81,3921.61,3837.08,3897.45,3930.99,3917.01
0.03,0,0.232727,0.026676319289809,0.001312599952893,0.236448465051633,3021.47,3107.48,3097.9,3096.29,3097.16,3093.78,3112.78,3088.37,3095.39,3137.05,3077.69,3099.6,3097.81,2867.73,2860.45,2862.38,2857.7,2861.89,3098.02,3100.17,3114.38,3096.95,3102.43,3096.29,3102.58,3102.97,3092.13,3043.17,3078.72,3098.6,3097.68
0.09,0,0.232727,0.088910142559363,0.002938841213598,0.233577180987497,8925.56,9008.84,8971.95,8971.25,8966.17,8808.4,8986.6,8970.34,8965.04,9076.65,9048.27,8983.19,8962.59,8761.18,8744.49,8737.47,8878.44,8736.23,8962.16,9056.56,9046.96,8833.47,9017.5,8971.25,9015.36,9056.12,9040.62,8984.57,8985.19,9018.72,8974.21
0.0424264,-0.0424264,0.232727,0.040252877928067,-0.044256293525883,0.232746342488853,3814.02,3916.34,3911.06,3916.26,3916.97,3903.33,3921.62,3929.08,3920.94,3891.19,3909.19,3919.58,3916.39,3782.61,3779.11,3782.28,3785.52,3780.48,3921.05,3930.91,3952.08,3896.4,3931.53,3916.26,3932.15,3935.21,3923.49,3839.84,3899.25,3931.22,3921.6
0,-0.03,0.232727,0.002718954072143,-0.02950073379336,0.235482832626664,1887.69,1894.76,1898.13,1894.84,1895.51,1885.38,1907.59,1895.92,1895.65,1885.36,1902.55,1890.75,1894.18,1966.42,1949.53,1950.22,1944.55,1949.61,1896.51,1894.89,1896.9,1912.86,1892.68,1894.84,1892.4,1891.59,1886.82,1873.36,1879.88,1890.24,1896.01
0,-0.09,0.232727,-0.002020968353861,-0.088590481279912,0.22929044702384,2098.07,2089.67,2093.79,2097.01,2096.43,2067.87,2108.68,2099.88,2096.59,2083.2,2091.72,2096.56,2095.42,2049.19,2037.98,2036.9,2021.49,2036.58,2095.66,2096.6,2106.93,2101.81,2097.86,2097.01,2099.23,2098.6,2090.51,2053.44,2080.58,2098.05,2096.29
-0.0424264,-0.0424264,0.232727,-0.037842335225926,-0.041207872152952,0.232885098007323,987.147,964.264,965.774,965.398,965.949,958.714,963.457,964.262,965.25,942.903,967.529,966.356,965.653,1036.94,1035.78,1036.47,1032.34,1036.62,966.433,962.167,956.833,990.286,958.167,965.398,958.828,954.934,956.175,968.055,956.024,956.357,964.915
-0.03,0,0.232727,-0.029031092983389,-0.000170323247831,0.234510325128205,1204.93,1171.6,1176.04,1174.98,1175.26,1179.24,1177.99,1175.59,1174.72,1196.12,1164.65,1176.1,1175.82,1181.44,1184.16,1182.04,1185.16,1181.84,1175.79,1171.06,1168.35,1199.68,1168.38,1174.98,1168.62,1164.71,1165.69,1173.26,1162.68,1166.67,1174.74
-0.09,0,0.232727,-0.08616531853539,-0.001637189175849,0.233128949294771,467.025,466.953,472.858,471.159,470.651,476.225,471.649,470.595,470.953,461.349,470.135,470.752,470.963,494.006,497.489,497.479,497.306,497.411,470.977,468.529,461.462,491.881,464.338,471.159,464.292,460.828,464.562,483.305,465.222,462.688,469.877
-0.0424264,0.0424264,0.232727,-0.043060057801854,0.044870623890087,0.235215155713542,940.251,970.762,965.981,966.506,965.525,971.711,959.682,964.296,965.284,948.892,973.493,966.594,965.529,938.272,944.336,944.341,951.971,943.637,966.478,963.084,957.308,989.647,959.06,966.506,958.618,954.859,956.02,968.311,955.242,956.526,965.305
0,0,0.256364,-0.000699765091987,-0.004149955056077,0.257863143641662,1645.39,1643.78,1637.88,1638.88,1638.54,1656.47,1651.16,1639.24,1638.5,1661.6,1632.66,1636.49,1637.56,1604.32,1601.95,1605.91,1614.42,1605.35,1640.98,1635.27,1637.1,1657.08,1634.92,1638.88,1634.6,1631.04,1629.08,1619.83,1624.88,1631.73,1638.37
0,0.06,0.256364,0.000300253983054,0.059362202908702,0.2601241375318,1716.61,1679.68,1684.28,1680.85,1682.12,1648.75,1676.56,1681.94,1682.21,1695.37,1680.2,1679.05,1681.91,1649.32,1654.27,1652.47,1643.84,1651.91,1682.88,1680.12,1683.72,1698.24,1679.65,1680.85,1679.96,1676.97,1672.35,1658.57,1668.93,1677.26,1682.75
0.0212132,0.0212132,0.256364,0.020129016588824,0.021548335601523,0.25848198785119,2362.22,2304.56,2309.26,2311.19,2310.42,2337.86,2314.47,2312.79,2309.6,2321.69,2302.08,2308.18,2312.71,2250.05,2236.74,2240.26,2222.5,2239.9,2311.02,2312.91,2319.11,2320.18,2312.25,2311.19,2312.72,2310.21,2302.23,2268.41,2292.12,2310.01,2313.03
0.0636396,0.0636396,0.256364,0.064134030139334,0.063761804616654,0.254732911408135,5673.17,5589.12,5624.77,5626.33,5623.98,5636.32,5647.36,5629.28,5626.91,5744.87,5623.52,5617.3,5618,5736.24,5745.42,5750.77,5621.37,5746.38,5628.57,5660.92,5710.48,5524.95,5665.05,5626.33,5666.82,5692.72,5654.95,5481.55,5612.84,5676.74,5631.36
0.06,0,0.256364,0.059448285391335,0.002327765671556,0.258737196747651,4395.28,4420.2,4418.07,4428.09,4426.04,4501.75,4417.61,4428.33,4423.63,4399.17,4432.87,4432.03,4429.4,4349.7,4319.8,4313.78,4310.58,4313.93,4424.59,4444.79,4472.5,4390.39,4446.85,4428.09,4448.71,4460.12,4435.28,4331.29,4409.33,4448.03,4425.96
0.0212132,-0.0212132,0.256364,0.024364368514264,-0.020140922994743,0.257094502124749,2328.26,2312.41,2313.5,2309.82,2310.18,2294.37,2305.5,2310.14,2311.29,2362.36,2305.44,2308.15,2311.3,2410.67,2417.28,2420.69,2440.81,2421.15,2313.11,2312.09,2318.78,2317.12,2312.44,2309.82,2312.27,2312.53,2303.4,2269.63,2294.74,2311.68,2311.37
0.0636396,-0.0636396,0.256364,0.066191643598085,-0.066145105941965,0.256794881414969,5664.89,5607.68,5627.8,5629.3,5624.43,5602.78,5603.87,5617.24,5625.52,5591.84,5611.89,5619.37,5619.82,6104.69,6137.26,6125.16,6130.16,6121.97,5625.29,5662.98,5703.74,5524.36,5661.98,5629.3,5667.06,5692.71,5656.73,5479.22,5617.4,5665.01,5629.16
0,-0.06,0.256364,0.0001508053042,-0.060815450434172,0.253346764177705,1673.42,1694.42,1681.69,1680.54,1682.85,1663.61,1676.84,1683.83,1682.59,1651.1,1681.99,1682.77,1682.72,1724.17,1714.98,1718.92,1692.43,1718.99,1681.42,1680.17,1684.37,1696.69,1680.28,1680.54,1679.86,1676.89,1673.67,1658.29,1668.62,1678.01,1683.55
-0.0212132,-0.0212132,0.256364,-0.020950639460983,-0.02093678788262,0.257160548656864,1192.22,1168.54,1177.31,1176.98,1176.95,1218.47,1173.46,1178.89,1177.12,1188.6,1176.95,1175.77,1176.37,1172.6,1173.23,1175.71,1183.56,1175.39,1177.68,1173.61,1170.25,1199.35,1171.05,1176.98,1170.88,1167.24,1167.68,1172.86,1166.25,1168.53,1176.45
-0.0636396,-0.0636396,0.256364,-0.063769710587287,-0.066170895585926,0.258921301367745,609.881,615.222,616.588,616.197,616.56,600.94,614.68,617.646,616.295,639.565,617.029,616.675,616.656,598.798,607.715,606.926,609.385,607.122,617.225,614.155,606.857,638.232,609.971,616.197,609.991,605.944,609.173,625.68,609.024,608.884,616.232
